client_id,client_reliability_label,transaction_id,contract_id,transaction_date,payment_amt,year,month,day,weekday,entity_year_established,client_reliability,count,days_elapsed
577,detrimentalClient,38143,2535,19540893251,11711.86,26221,105,215,48,26091,7.6818181818181825,13,93.0
578,perfectClient,319693,18700,33430583053,13916.560000000001,44388,142,518,60,44352,22.0,22,271.0
579,perfectClient,162334,10352,12217482516,13049.939999999999,16144,42,130,24,16016,8.0,8,62.0
580,perfectClient,308723,18414,33417795989,21783.34,44388,142,370,66,44000,22.0,22,272.0
581,detrimentalClient,203099,10516,33277316808,7443.26,44384,142,202,78,44352,20.166666666666664,22,277.0
582,detrimentalClient,372675,21756,45501531304,20474.96,60528,180,528,124,60210,28.125,30,359.0
583,perfectClient,273526,17120,36367464332,14529.09,48420,166,238,78,47976,24.0,24,352.0
584,perfectClient,297322,17880,36404609304,4276.67,48422,158,180,88,48264,24.0,24,303.0
585,perfectClient,318732,18454,42426259192,13585.0,56490,186,484,100,55972,28.0,28,356.0
586,perfectClient,321856,19856,42433509678,15173.220000000001,56490,192,384,100,56308,28.0,28,366.0
587,detrimentalClient,128437,102,25673793889,1700.0,34294,123,273,46,34221,14.45,17,206.0
588,perfectClient,254284,15920,24349572914,8533.35,32288,58,52,54,32016,16.0,16,181.0
589,detrimentalClient,301150,20691,49902248683,49149.990000000005,66573,238,482,98,66000,27.923076923076923,33,323.0
590,perfectClient,25360,1904,12029123384,1916.64,16136,68,74,28,16112,8.0,8,91.0
591,detrimentalClient,973813,58862,112297422836,143850.84,149304,452,1180,258,148518,70.2051282051282,74,359.0
592,perfectClient,381529,23900,51501070266,83356.62,68594,226,762,104,68510,34.0,34,366.0
593,detrimentalClient,119669,6948,27159417050,4312.4400000000005,36308,158,366,58,36288,14.727272727272728,18,176.0
594,perfectClient,203751,12480,15272198845,14016.599999999999,20180,52,180,34,20170,10.0,10,91.0
595,detrimentalClient,308409,18216,27419150166,1923.24,36324,72,154,54,36234,16.2,18,187.0
596,perfectClient,208225,12600,15276518706,41750.0,20180,52,230,42,20000,10.0,10,90.0
597,perfectClient,167498,10640,12223530672,13049.939999999999,16144,46,78,38,16000,8.0,8,61.0
598,perfectClient,348785,21290,45466791288,20266.65,60524,214,550,100,60060,30.0,30,372.0
599,perfectClient,163706,10488,12219210524,13049.939999999999,16144,46,28,16,16048,8.0,8,61.0
600,perfectClient,94660,6200,6122738104,44016.619999999995,8072,28,14,6,8036,4.0,4,3.0
601,perfectClient,54018,3756,18068211720,2874.96,24204,114,28,46,24060,12.0,12,153.0
602,perfectClient,6367,834,9002926234,564.99,12102,44,52,26,12048,6.0,6,42.0
603,perfectClient,47225,3050,15059294676,2395.8,20170,90,204,34,20040,10.0,10,121.0
604,perfectClient,316731,18278,39424592582,23910.0,52456,172,438,88,52390,26.0,26,332.0
605,perfectClient,376523,23330,45498946610,78460.0,60526,198,684,94,60480,30.0,30,343.0
606,detrimentalClient,356247,17292,49981815435,31409.13,66574,254,549,60,66462,26.5609756097561,33,313.0
607,perfectClient,263785,16830,27359865100,26750.0,36318,110,498,54,36270,18.0,18,211.0
608,perfectClient,330993,19764,45440540110,13967.48,60524,206,490,90,60390,30.0,30,379.0
609,perfectClient,2721,146,3001666626,653.33,4034,14,46,12,4018,2.0,2,0.0
610,detrimentalClient,4672,233,1505844488,7916.65,2017,9,19,1,2000,0.5,1,0.0
611,perfectClient,239709,14924,21327868736,1729.92,28252,58,80,20,28042,14.0,14,150.0
612,perfectClient,138253,8172,27186028416,30187.44,36312,126,188,72,35982,18.0,18,243.0
613,perfectClient,153262,9241,16694840168,24606.7,22193,76,239,52,22055,11.0,11,369.0
614,detrimentalClient,277263,17598,21372818470,17616.69,28252,68,302,50,28098,10.88888888888889,14,88.0
615,perfectClient,8642,640,6007653326,2950.0,8068,30,80,18,8044,4.0,4,31.0
616,perfectClient,93302,6144,6121355708,54333.4,8072,26,58,18,8052,4.0,4,3.0
617,detrimentalClient,311605,4225,37917790232,1580.51,50439,162,440,27,50200,21.551724137931032,25,360.0
618,perfectClient,50839,3276,3064738574,40099.96,4036,14,46,0,4028,2.0,2,0.0
619,perfectClient,233094,14100,18313249294,7566.6900000000005,24216,56,258,54,24024,12.0,12,123.0
620,perfectClient,199085,12320,15267706053,9163.36,20180,52,128,38,20000,10.0,10,91.0
621,detrimentalClient,388477,22410,45527271613,2503.2,60528,198,276,100,60480,25.0,30,302.0
622,perfectClient,255252,16616,42341241528,32344.74,56488,184,292,110,56000,28.0,28,335.0
623,perfectClient,411903,26104,51549454230,200876.24,68598,214,228,118,67966,34.0,34,374.0
624,perfectClient,419271,25906,45557525964,33336.57,60528,200,570,100,60150,30.0,30,351.0
625,perfectClient,98948,6388,6127231036,33050.0,8072,28,66,16,8032,4.0,4,3.0
626,perfectClient,1705,90,3000457002,466.66,4034,14,32,12,3998,2.0,2,0.0
627,detrimentalClient,182282,11496,12238737136,25950.030000000002,16144,52,70,32,16096,6.4,8,35.0
628,perfectClient,351995,22352,45469225090,72246.5,60526,194,460,100,60360,30.0,30,347.0
629,detrimentalClient,258061,15596,21348259182,31750.02,28252,58,316,46,28182,12.25,14,126.0
630,perfectClient,208793,12690,15277209882,7083.36,20180,52,238,22,20090,10.0,10,90.0
631,perfectClient,293996,16920,30395054856,15110.009999999998,40352,140,448,76,40000,20.0,20,271.0
632,perfectClient,293941,17820,27397715500,12516.6,36320,104,392,58,36270,18.0,18,211.0
633,perfectClient,114058,6832,24152919266,8140.0,32276,120,264,60,32240,16.0,16,215.0
634,detrimentalClient,177464,13140,45232305351,6787.95,60514,243,600,95,60450,20.930232558139537,30,229.0
635,perfectClient,259760,16144,24355621066,16916.579999999998,32288,58,122,54,32240,16.0,16,182.0
636,perfectClient,188299,11880,15254040333,41750.0,20180,42,276,34,20160,10.0,10,91.0
637,perfectClient,163560,10456,12218864934,25950.030000000002,16144,46,24,26,16136,8.0,8,61.0
638,detrimentalClient,181001,10736,33246039984,4216.63,44382,152,264,66,44308,20.166666666666664,22,270.0
639,perfectClient,247597,15176,21336163258,24789.96,28252,58,176,32,28000,14.0,14,150.0
640,perfectClient,196125,12150,15264422880,27883.36,20180,52,90,42,20000,10.0,10,91.0
641,perfectClient,246872,15168,24333164270,44249.71,32286,72,168,60,32000,16.0,16,373.0
642,perfectClient,357742,21184,42483283070,17883.239999999998,56492,180,598,88,56000,28.0,28,335.0
643,perfectClient,279582,17634,36376269665,32696.589999999997,48420,158,582,68,48168,24.0,24,348.0
644,detrimentalClient,210,62,1499105286,84.88,2017,7,3,0,2008,0.3333333333333333,1,0.0
645,perfectClient,172522,10880,12228369022,13049.939999999999,16144,46,134,38,16040,8.0,8,61.0
646,perfectClient,368963,22160,45501703994,9016.66,60528,184,412,84,60300,30.0,30,346.0
647,detrimentalClient,181850,11528,12238737122,6600.03,16144,52,70,32,16000,6.4,8,34.0
648,perfectClient,338754,20416,42454072736,17793.329999999998,56490,192,622,86,56392,28.0,28,352.0
649,perfectClient,413415,26222,51552564650,85953.39,68598,214,264,112,68544,34.0,34,372.0
650,perfectClient,342005,21834,45457129038,16570.87,60526,198,200,100,60180,30.0,30,364.0
651,perfectClient,225032,13932,18304091052,7566.6900000000005,24216,56,152,32,24192,12.0,12,121.0
652,perfectClient,97798,6344,6126021446,22083.370000000003,8072,28,52,16,8056,4.0,4,4.0
653,perfectClient,235327,44,33323187848,1327.0,44385,141,400,70,44330,22.0,22,289.0
654,detrimentalClient,283620,17627,43879737898,12232.51,58506,186,539,76,58000,24.735294117647058,29,332.0
655,perfectClient,273925,17082,27374906054,17883.239999999998,36320,104,128,60,36054,18.0,18,214.0
656,perfectClient,271466,17100,30369473292,28200.0,40352,128,514,74,40080,20.0,20,242.0
657,perfectClient,3569,202,3002876244,950.0,4034,14,60,12,4012,2.0,2,0.0
658,detrimentalClient,349074,21966,42471705468,16144.140000000001,56492,182,406,80,56280,26.133333333333333,28,340.0
659,detrimentalClient,22932,900,6029422531,4383.35,8069,27,58,11,8048,3.2,4,59.0
660,perfectClient,100418,6484,6128613300,5633.37,8072,28,82,18,8052,4.0,4,2.0
661,perfectClient,337634,20692,42453035892,19783.239999999998,56490,194,550,88,56420,28.0,28,357.0
662,detrimentalClient,14083,4487,10512226895,10700.07,14119,52,142,18,14035,4.8999999999999995,7,37.0
663,perfectClient,162974,10432,12218864918,6600.03,16144,46,24,26,16104,8.0,8,61.0
664,detrimentalClient,83358,4624,24107300133,6720.0,32272,154,164,50,32224,11.636363636363637,16,124.0
665,perfectClient,338752,20420,42454245539,17330.07,56490,192,624,88,56420,28.0,28,352.0
666,perfectClient,319133,19338,39427875753,29599.98,52456,172,476,98,52364,26.0,26,354.0
667,detrimentalClient,320974,19204,42428160294,90863.55,56490,188,444,115,56168,27.03448275862069,28,347.0
668,perfectClient,280517,17666,33381335044,9900.04,44386,146,554,64,44286,22.0,22,271.0
669,perfectClient,211748,13392,18288358928,26850.0,24216,46,270,32,24000,12.0,12,120.0
670,perfectClient,302818,17184,36404270665,4276.67,48420,170,544,98,48168,24.0,24,331.0
671,perfectClient,255339,16094,39344758946,10950.0,52454,170,306,88,52234,26.0,26,334.0
672,perfectClient,173030,10864,12228369036,38850.0,16144,46,134,38,16112,8.0,8,61.0
673,detrimentalClient,25008,618,9030736270,4070.95,12102,54,67,5,12084,5.142857142857142,6,111.0
674,perfectClient,337786,20184,42456153401,29486.539999999997,56492,172,526,110,56420,28.0,28,342.0
675,perfectClient,99564,6424,6127576646,11116.619999999999,8072,28,70,6,8060,4.0,4,3.0
676,perfectClient,295812,18000,30403003794,11370.0,40354,124,294,70,40300,20.0,20,243.0
677,perfectClient,14869,1182,9015195234,1695.0,12102,48,70,14,12000,6.0,6,62.0
678,detrimentalClient,455909,28544,57619970586,21276.66,76668,238,478,122,76000,30.083333333333332,38,328.0
679,perfectClient,332589,19248,45440885678,9359.88,60524,200,680,94,60300,30.0,30,382.0
680,perfectClient,233693,14770,21319221574,9630.0,28252,46,342,32,28210,14.0,14,148.0
681,detrimentalClient,24554,996,18021577544,2824.98,24204,90,224,10,24132,7.199999999999999,12,47.0
682,detrimentalClient,273341,17080,39364631096,16433.25,52454,178,292,80,52364,24.142857142857142,26,359.0
683,perfectClient,308924,19248,42416402174,15156.54,56488,202,610,98,56308,28.0,28,340.0
684,perfectClient,231460,14016,18310484634,29816.690000000002,24216,56,226,36,24192,12.0,12,122.0
685,detrimentalClient,311226,12324,58921561713,10364.85,78676,275,559,111,78546,30.42,39,280.0
686,detrimentalClient,76172,6096,24095384052,5133.3099999999995,32272,148,210,52,32224,9.142857142857142,16,67.0
687,detrimentalClient,31537,2540,15035801062,2395.8,20170,82,178,42,20030,9.09090909090909,10,110.0
688,detrimentalClient,368944,21168,36502241084,10466.67,48426,146,218,84,48384,20.57142857142857,24,235.0
689,perfectClient,92211,5446,21121192702,10062.5,28240,116,300,50,28224,14.0,14,179.0
690,detrimentalClient,462300,28645,53119393143,44049.899999999994,70618,206,404,119,70385,34.02777777777778,35,356.0
691,perfectClient,284180,17540,30387451724,41289.899999999994,40354,124,114,44,40060,20.0,20,241.0
692,perfectClient,70546,4128,18091366898,6900.0,24204,114,296,34,24144,12.0,12,153.0
693,perfectClient,275794,17240,30374830145,41289.899999999994,40352,130,514,52,40240,20.0,20,241.0
694,perfectClient,135559,8820,9177800008,23983.36,12108,38,68,20,12078,6.0,6,19.0
695,detrimentalClient,546624,27348,65244589402,6073.3099999999995,86758,251,836,118,86430,31.338983050847457,43,305.0
696,perfectClient,107922,10348,24144963228,12143.39,32276,120,174,52,32176,16.0,16,197.0
697,perfectClient,401757,24260,45537481176,16583.37,60528,198,398,92,60450,30.0,30,322.0
698,perfectClient,7743,2656,9004481466,10616.75,12102,42,132,16,12036,6.0,6,19.0
699,detrimentalClient,318797,18792,27430209196,17883.239999999998,36324,68,404,56,36252,16.2,18,178.0
700,perfectClient,32810,2120,12039318510,3066.64,16136,68,192,20,16120,8.0,8,90.0
701,detrimentalClient,229412,11664,36313183442,27600.0,48420,144,276,80,48000,20.57142857142857,24,269.0
702,perfectClient,161468,10264,12216272978,38850.0,16144,40,176,24,16000,8.0,8,59.0
703,detrimentalClient,279604,23909,40892453038,21973.4,54476,134,333,70,53973,18.225,27,114.0
704,perfectClient,335080,19074,42444921547,44123.33,56490,186,700,106,56000,28.0,28,356.0
705,detrimentalClient,687681,33411,65426562418,23816.64,86764,249,816,110,86344,29.822580645161292,43,271.0
706,perfectClient,288987,17680,39390032562,31050.0,52456,170,98,94,52234,26.0,26,314.0
707,detrimentalClient,443167,26183,44090733957,98197.85,58512,190,666,89,58348,28.033333333333335,29,281.0
708,detrimentalClient,404220,24876,54547974457,70399.94,72632,222,404,136,72432,30.857142857142854,36,354.0
709,detrimentalClient,256758,15972,18340048030,29866.690000000002,24216,70,142,42,24144,9.0,12,65.0
710,perfectClient,196105,12140,15264422880,27883.36,20180,52,90,42,20120,10.0,10,91.0
711,detrimentalClient,351727,21942,45475611454,58200.0,60528,180,228,104,60360,25.0,30,330.0
712,perfectClient,2101,128,3000629812,1035.83,4034,14,34,0,4026,2.0,2,0.0
713,detrimentalClient,458186,25902,54623682392,25406.47,72634,230,316,130,72468,29.454545454545457,36,346.0
714,detrimentalClient,174954,11420,30238058923,19350.0,40348,129,415,37,40260,14.285714285714286,20,217.0
715,perfectClient,331298,19900,42446995123,35616.63,56492,176,300,102,56336,28.0,28,355.0
716,detrimentalClient,235093,14885,19820472762,2633.26,26234,59,112,43,26208,12.071428571428571,13,118.0
717,perfectClient,91755,5432,21121192688,4025.0,28240,116,300,50,28238,14.0,14,179.0
718,detrimentalClient,584668,35100,75792114234,30043.3,100876,332,853,125,100600,33.33333333333333,50,291.0
719,detrimentalClient,477837,31984,57639849685,7409.73,76664,290,588,100,76494,36.1,38,375.0
720,perfectClient,259792,16160,24355621066,16916.579999999998,32288,58,122,54,32208,16.0,16,182.0
721,detrimentalClient,363061,17908,55997295309,28266.61,74648,216,579,57,74555,24.44642857142857,37,291.0
722,perfectClient,296928,18240,42397574458,26776.66,56490,174,514,62,56392,28.0,28,344.0
723,detrimentalClient,368056,20216,48487134858,32778.32,64560,212,572,118,64448,28.444444444444443,32,375.0
724,perfectClient,411150,26912,48548305904,26029.28,64562,204,796,126,64480,32.0,32,358.0
725,perfectClient,139995,8940,9181774427,35950.0,12108,38,114,10,12096,6.0,6,30.0
726,detrimentalClient,817580,36537,83593202107,75793.33,110974,333,708,161,110000,39.285714285714285,55,322.0
727,perfectClient,336206,20660,42450962276,20258.239999999998,56490,194,526,92,56000,28.0,28,361.0
728,detrimentalClient,7657,522,9003790264,5367.48,12102,44,62,8,12018,4.5,6,29.0
729,perfectClient,9146,660,6008517337,1386.0,8068,30,90,14,8044,4.0,4,30.0
730,perfectClient,168118,10672,12223876280,25650.030000000002,16144,46,82,28,16040,8.0,8,61.0
731,perfectClient,373243,22934,45498255230,23073.260000000002,60528,176,614,58,60180,30.0,30,382.0
732,detrimentalClient,199243,12699,13762207205,91749.94,18162,53,173,13,18054,6.75,9,24.0
733,perfectClient,139145,8892,9181256026,35950.0,12108,38,108,18,12036,6.0,6,30.0
734,perfectClient,321295,19570,39430986089,8469.9,52456,172,512,78,52182,26.0,26,362.0
735,perfectClient,346526,20536,42468076689,17816.55,56492,174,604,94,56336,28.0,28,335.0
736,perfectClient,102709,5460,22636710495,12853.75,30260,99,126,51,30195,15.0,15,240.0
737,perfectClient,288921,17478,27391149242,88483.32,36320,104,316,66,36234,18.0,18,212.0
738,perfectClient,286256,18016,36388538578,12303.32,48422,154,118,84,48384,24.0,24,350.0
739,perfectClient,135981,8748,9178145682,47883.28,12108,38,72,10,12102,6.0,6,29.0
740,perfectClient,271586,16544,24368926622,16916.579999999998,32288,58,276,54,32256,16.0,16,181.0
741,perfectClient,4712,472,6002469234,389.99999999999994,8068,30,20,14,8052,4.0,4,33.0
742,perfectClient,322973,21572,45437580794,3402.48,60522,228,516,98,60420,30.0,30,358.0
743,perfectClient,135993,8754,9178145682,47883.28,12108,38,72,10,12000,6.0,6,29.0
744,detrimentalClient,337369,19942,39457762942,17349.96,52458,162,392,94,52338,24.142857142857142,26,298.0
745,detrimentalClient,366703,21332,45494619240,64075.0,60528,178,510,100,60090,28.125,30,345.0
746,perfectClient,50271,3258,3064565772,20100.04,4036,14,44,12,4006,2.0,2,0.0
747,perfectClient,452019,30192,57603072618,78984.39,76666,254,530,136,76190,38.0,38,369.0
748,detrimentalClient,68733,3315,22585050433,11550.02,30255,136,231,34,30195,9.375,15,104.0
749,perfectClient,288503,17496,27391149230,35616.68,36320,104,316,66,36180,18.0,18,212.0
750,detrimentalClient,196399,10362,33267639970,10633.26,44384,142,90,78,44242,20.166666666666664,22,279.0
751,perfectClient,221614,13788,18300116686,29816.690000000002,24216,56,106,56,24168,12.0,12,121.0
752,perfectClient,235259,15180,15305376530,57063.33,20180,66,138,26,20110,10.0,10,29.0
753,detrimentalClient,501767,28958,63673754035,84616.55,84734,304,724,128,84504,31.5,42,340.0
754,perfectClient,259352,16208,24355621054,8533.35,32288,58,122,54,32192,16.0,16,181.0
755,perfectClient,18337,2052,9020033510,2776.61,12102,48,126,14,12078,6.0,6,56.0
756,detrimentalClient,33300,1639,16536210066,4200.0,22187,89,194,29,22143,7.11764705882353,11,48.0
757,detrimentalClient,1225,19,1500487710,1166.66,2017,7,19,2,2015,0.5,1,0.0
758,perfectClient,133435,8658,9176072128,18050.0,12108,38,48,28,12096,6.0,6,32.0
759,perfectClient,303972,17232,36404270692,18720.0,48420,170,544,98,48384,24.0,24,330.0
760,perfectClient,132263,8580,9174516854,24016.7,12108,38,30,10,12012,6.0,6,29.0
761,perfectClient,379175,22976,45507413869,77269.94,60528,190,296,108,60090,30.0,30,367.0
762,perfectClient,1873,108,3000457006,885.0,4034,14,32,12,4000,2.0,2,0.0
763,perfectClient,456491,26360,51604405071,25093.24,68598,230,374,124,68000,34.0,34,363.0
764,perfectClient,252465,15414,21342383970,10782.81,28252,56,308,48,28182,14.0,14,127.0
765,perfectClient,282345,17316,27383891667,53350.0,36320,104,232,52,36252,18.0,18,211.0
766,detrimentalClient,336016,19592,42445180434,7175.75,56490,191,550,88,56392,27.03448275862069,28,372.0
767,detrimentalClient,221622,17197,43794381730,16857.0,58503,191,493,82,58406,24.735294117647058,29,291.0
768,perfectClient,132341,8046,27178079560,17249.940000000002,36312,126,96,50,36270,18.0,18,240.0
769,perfectClient,10618,704,6010763771,2986.66,8068,30,116,12,7996,4.0,4,29.0
770,detrimentalClient,345625,22296,48470272208,13866.66,64560,207,527,84,64352,23.813953488372093,32,299.0
771,perfectClient,288695,17532,27391149239,39163.24,36320,104,316,66,36000,18.0,18,212.0
772,perfectClient,309261,18480,33419696775,9983.34,44388,142,392,88,44000,22.0,22,273.0
773,perfectClient,270905,16796,39362384404,23910.0,52454,170,510,82,52000,26.0,26,333.0
774,perfectClient,130069,7920,27175141944,9405.0,36312,126,62,72,36054,18.0,18,243.0
775,detrimentalClient,629604,32800,60851986914,14333.31,80712,224,400,112,80000,27.586206896551726,40,259.0
776,perfectClient,186884,10240,30251803756,23000.0,40348,134,428,70,40120,20.0,20,270.0
777,detrimentalClient,836830,36167,89618091947,38680.0,119042,364,948,148,118590,44.063291139240505,59,337.0
778,perfectClient,383970,24258,48511499776,58726.58,64562,208,246,92,64384,32.0,32,367.0
779,perfectClient,139133,8886,9181256024,35950.0,12108,38,108,18,12084,6.0,6,30.0
780,perfectClient,35,36,2998037764,188.32999999999998,4034,14,4,12,4028,2.0,2,0.0
781,detrimentalClient,106394,12420,27139379621,12000.05,36307,167,223,50,36216,12.0,18,157.0
782,detrimentalClient,331787,19986,43941780378,55145.04,58507,197,553,87,58435,28.033333333333335,29,357.0
783,perfectClient,124288,6992,24167952908,1663.2,32276,120,438,52,32240,16.0,16,213.0
784,perfectClient,3942,456,6001259616,746.66,8068,30,6,14,8000,4.0,4,30.0
785,detrimentalClient,27595,1235,19524743694,10666.65,26221,97,274,29,26000,7.3478260869565215,13,45.0
786,detrimentalClient,614729,28330,63812210503,8753.32,84740,276,998,120,84084,32.666666666666664,42,348.0
787,perfectClient,362944,21388,42485529586,45116.73,56492,180,624,100,56168,28.0,28,354.0
788,perfectClient,3274,244,6000050002,1680.0,8068,28,54,0,8024,4.0,4,7.0
789,detrimentalClient,395625,24805,47022935036,53033.37,62544,205,610,88,62279,30.03125,31,366.0
790,detrimentalClient,286629,14508,39388304464,12458.29,52456,164,264,88,52338,22.533333333333335,26,310.0
791,detrimentalClient,27352,9975,28516783266,8336.72,38323,138,293,27,38209,11.28125,19,67.0
792,perfectClient,599380,36528,78805812260,55730.72,104910,342,1172,178,104728,52.0,52,340.0
793,perfectClient,4740,476,6002469234,933.34,8068,30,20,14,8052,4.0,4,33.0
794,perfectClient,285979,17446,39383293340,10950.0,52454,172,690,72,52364,26.0,26,330.0
795,detrimentalClient,546387,31410,75722267393,29450.04,100874,330,854,156,100750,34.72222222222222,50,348.0
796,perfectClient,171446,9700,30232795818,12458.3,40348,134,208,74,40340,20.0,20,273.0
797,detrimentalClient,613781,37286,84820284123,29084.600000000002,112978,389,804,184,112112,48.246153846153845,56,358.0
798,perfectClient,410084,25674,48543985884,31566.62,64562,208,622,118,64000,32.0,32,365.0
799,detrimentalClient,420954,22458,54555440950,62330.0,72630,240,684,138,72000,32.4,36,363.0
800,perfectClient,289681,17996,33394813546,13916.560000000001,44388,142,104,66,44110,22.0,22,271.0
801,detrimentalClient,115702,6800,30150362837,5750.0,40340,194,350,58,40000,14.285714285714286,20,144.0
802,perfectClient,201905,15378,33267467264,71867.95,44380,188,148,62,44264,22.0,22,344.0
803,perfectClient,192163,12040,15260102728,14016.599999999999,20180,52,40,34,20130,10.0,10,91.0
804,detrimentalClient,402564,23800,48542942068,50349.96,64564,196,248,78,64416,28.444444444444443,32,361.0
805,perfectClient,9928,680,6009726954,1866.66,8068,30,104,14,8056,4.0,4,33.0
806,perfectClient,278110,6992,34875357331,1300.0,46403,158,348,54,46322,23.0,23,374.0
807,detrimentalClient,224274,14688,36297991531,37116.68,48418,162,286,79,48360,22.153846153846153,24,363.0
808,detrimentalClient,221324,14280,52790724110,10001.02,70604,252,303,88,70525,24.019607843137255,35,257.0
809,perfectClient,369288,21392,42493305672,78608.38,56492,182,652,78,56000,28.0,28,347.0
810,perfectClient,334624,24818,48450141071,33599.37,64560,194,686,82,64000,32.0,32,343.0
811,perfectClient,205137,12520,15273235642,27883.36,20180,52,192,32,20010,10.0,10,91.0
812,perfectClient,380667,23712,45506895502,10103.37,60526,200,714,88,60270,30.0,30,340.0
813,detrimentalClient,675,51,1499796497,23.67,2017,7,11,1,2000,0.5,1,0.0
814,perfectClient,63986,3960,18082726855,3079.98,24204,114,196,46,24036,12.0,12,152.0
815,detrimentalClient,177220,11344,12233552954,6600.03,16144,48,132,28,16096,6.4,8,32.0
816,perfectClient,280232,16752,24378603292,16916.579999999998,32288,58,388,54,32272,16.0,16,180.0
817,perfectClient,277448,17300,30379157270,13239.9,40354,112,380,46,40280,20.0,20,243.0
818,perfectClient,272570,16592,24369617838,20270.0,32288,58,284,62,32256,16.0,16,181.0
819,perfectClient,132235,8562,9174516852,24016.7,12108,38,30,10,12102,6.0,6,29.0
820,perfectClient,256314,16080,24351646592,10210.0,32288,58,76,50,32000,16.0,16,180.0
821,perfectClient,162880,10392,12218864914,6462.54,16144,46,24,26,16136,8.0,8,61.0
822,detrimentalClient,13670,1480,12011332169,746.64,16136,62,52,18,16072,6.4,8,60.0
823,perfectClient,100278,6456,6128440494,7826.62,8072,28,80,16,8000,4.0,4,3.0
824,perfectClient,162622,10368,12217482522,38850.0,16144,42,130,24,16000,8.0,8,62.0
825,perfectClient,140905,9006,9183329473,6116.7,12108,38,132,28,12084,6.0,6,31.0
826,perfectClient,2837,154,3001666628,1866.66,4034,14,46,12,4000,2.0,2,0.0
827,detrimentalClient,146971,7362,27199161110,15525.0,36314,102,336,42,35982,16.2,18,211.0
828,perfectClient,282717,17370,27385619674,17883.239999999998,36320,104,252,72,36180,18.0,18,213.0
829,perfectClient,288517,17776,33393085482,21783.34,44388,142,84,88,44264,22.0,22,273.0
830,perfectClient,236234,13920,36316826568,23249.960000000003,48418,158,626,80,48288,24.0,24,328.0
831,perfectClient,220608,13728,18299252688,18436.9,24216,56,96,46,24156,12.0,12,123.0
832,perfectClient,269716,16464,24366680208,16916.579999999998,32288,58,250,56,32224,16.0,16,181.0
833,detrimentalClient,199148,1665,22772804776,5658.15,30267,64,219,37,30225,12.5,15,298.0
834,detrimentalClient,336359,20284,33455466320,21783.34,44390,130,442,82,44176,20.166666666666664,22,237.0
835,perfectClient,3950,448,6001259616,760.0,8068,30,6,14,8064,4.0,4,30.0
836,detrimentalClient,59879,3471,19573973517,2519.15,26221,117,230,32,26169,10.5625,13,148.0
837,detrimentalClient,83045,5868,27104654043,1724.9399999999998,36306,164,284,54,36234,13.5,18,144.0
838,detrimentalClient,197890,14308,21275834291,24199.88,28252,34,203,48,28224,8.909090909090908,14,143.0
839,perfectClient,86673,5278,21114971846,3354.1200000000003,28240,116,228,48,28112,14.0,14,182.0
840,perfectClient,336166,20164,42455807761,17841.54,56492,172,522,106,56252,28.0,28,342.0
841,perfectClient,321819,19604,39431158734,12807.48,52456,172,514,94,52130,26.0,26,368.0
842,perfectClient,141807,9054,9183502300,35950.0,12108,38,134,30,12000,6.0,6,29.0
843,detrimentalClient,432068,25864,48577847822,33516.700000000004,64564,206,346,132,64096,30.11764705882353,32,342.0
844,perfectClient,166490,10520,12222321064,25950.030000000002,16144,46,64,24,16032,8.0,8,62.0
845,perfectClient,170614,10736,12226641074,13049.939999999999,16144,46,114,32,16064,8.0,8,63.0
846,perfectClient,129313,8442,9171060704,24016.7,12108,32,174,12,12054,6.0,6,31.0
847,perfectClient,178954,11160,12234416884,25950.030000000002,16144,46,204,24,16096,8.0,8,60.0
848,detrimentalClient,207357,13030,15276518820,41750.0,20180,58,48,28,20130,8.333333333333334,10,58.0
849,perfectClient,373609,25080,47004949608,68282.19,62546,184,307,118,62434,31.0,31,365.0
850,perfectClient,65172,3984,18083763664,8049.960000000001,24204,114,208,44,24168,12.0,12,151.0
851,perfectClient,129283,8430,9171060702,24016.7,12108,32,174,12,12096,6.0,6,31.0
852,perfectClient,155733,8316,27210738726,9569.97,36312,126,474,50,36252,18.0,18,241.0
853,detrimentalClient,422424,27122,54571683984,8097.5,72632,224,630,102,71964,34.10526315789473,36,363.0
854,perfectClient,233577,14756,21318703117,31750.02,28252,44,398,40,28224,14.0,14,151.0
855,perfectClient,353711,21756,45480096946,18792.45,60528,174,460,100,60000,30.0,30,345.0
856,detrimentalClient,166035,9870,31725766713,5031.18,42365,143,78,80,42063,20.045454545454547,21,270.0
857,perfectClient,324435,23624,37939998897,35333.29,50440,163,304,81,50125,25.0,25,298.0
858,detrimentalClient,352187,22542,39484013903,47669.88,52462,122,446,62,52260,21.125,26,233.0
859,detrimentalClient,674654,34647,87908429523,82762.86,117018,356,1083,189,116638,36.56521739130435,58,315.0
860,perfectClient,8402,644,6007653320,760.0,8068,30,80,18,8052,4.0,4,31.0
861,perfectClient,330331,20600,45445018550,4856.66,60524,214,298,86,60450,30.0,30,372.0
862,perfectClient,172122,10824,12228369008,6600.03,16144,46,134,38,16016,8.0,8,61.0
863,perfectClient,285044,18216,36382836244,48459.979999999996,48420,160,598,74,48168,24.0,24,336.0
864,perfectClient,415938,27572,54555440886,38869.340000000004,72630,242,620,124,72036,36.0,36,358.0
865,perfectClient,129055,8346,9170715106,47883.28,12108,34,110,22,12084,6.0,6,39.0
866,perfectClient,296830,17862,42396537598,53873.33,56490,186,140,106,56000,28.0,28,342.0
